team_id,user_id,date_joined
3335901,114559048,2018-11-17T21:26:35.733Z
8261774,114596500,2018-03-05T00:02:45.609Z
7138130,115043148,2012-04-30T14:20:35.000000Z
8040800,115102590,2016-09-03T13:38:48.893Z
7798674,115654849,2013-02-20T23:47:47.000000Z
7121518,116080282,2014-05-09T02:42:37.000000Z
8080809,116508195,2019-09-15T22:27:19.805Z
8056042,116591584,2013-01-17T23:55:08.000000Z
8104695,116602706,2020-11-27T05:41:17.068Z
6298652,116653360,2016-12-18T03:45:21.000000Z
5802745,116762983,2019-07-09T04:22:21.810Z
7668075,116782914,2013-11-27T21:59:51.000000Z
8039870,117071713,2020-08-16T07:54:16.549Z
7391077,117089283,2021-12-05T17:33:31.528Z
7217630,117106216,2015-05-23T00:53:44.000000Z
7655066,117127191,2020-11-05T08:16:46.339Z
6143582,117199412,2013-09-08T02:13:27.000000Z
1375614,117281554,2012-01-07T21:54:41.000000Z
7118032,117421467,2016-10-21T21:36:09.000000Z
7407260,117731777,2012-10-20T21:58:34.000000Z
7644586,117875230,2017-03-20T16:42:58.000000Z
1077685,117990312,2016-11-16T10:13:20.096Z
7684413,118022234,2018-10-09T10:37:00.000000Z
7391253,118097484,2011-11-24T11:15:16.000000Z
7684963,118127154,2018-03-30T20:34:17.000000Z
7101094,118207269,2018-11-16T00:01:49.509Z
4541576,118481725,2015-07-31T12:16:54.000000Z
7682202,118581175,2019-08-31T10:23:55.013Z
8144223,119137163,2019-10-11T12:52:13.916Z
7684600,119155820,2020-02-08T21:27:31.764Z
6162501,119540075,2019-07-23T07:39:02.373Z
7681090,119550275,2021-02-17T04:49:06.466Z
8254400,119631156,2016-05-24T20:49:34.875Z
5042038,119656092,2012-11-18T12:37:06.000000Z
7738472,119866878,2015-06-07T10:55:46.000000Z
7711933,120303454,2017-10-31T08:25:42.000000Z
7389929,120428558,2017-01-01T22:25:34.786Z
3477208,120555439,2012-10-06T10:16:31.000000Z
5085894,121193698,2017-12-01T06:07:01.482Z
8082248,121395876,2015-05-10T03:21:32.000000Z
7892748,121572778,2019-08-06T16:28:13.945Z
2289950,121591254,2018-10-29T23:57:22.000000Z
5136911,121732459,2014-06-07T08:58:56.000000Z
8106043,121815583,2013-08-06T18:31:16.000000Z
8082167,121917409,2017-03-16T04:55:59.000000Z
7748643,121952627,2021-09-30T22:32:47.977Z
7915829,122065811,2016-05-03T04:13:43.454Z
2639697,122445696,2013-11-17T10:35:31.000000Z
2103577,122670743,2017-11-09T03:19:04.758Z
7938030,122813174,2021-05-13T07:16:17.112Z
7300784,123485937,2019-05-24T03:02:11.916Z
7684721,123497536,2021-10-17T11:49:35.818Z
4961103,123602460,2018-04-08T19:42:42.241Z
7684886,123701899,2016-11-09T13:15:45.000000Z
7598716,124066939,2017-02-06T14:02:39.826Z
